event_id,trip_id,leg_no,vehicle_id,occurred_at,event_type,lat,lon,speed_kmh,laden
E0016369,T00190,2,GLV-T11,2026-07-12 12:03:10,급감속,35.09256,128.834475,17.2,1
E0016370,T00190,2,GLV-T11,2026-07-12 12:03:20,급감속,35.092103,128.834451,13.9,1
E0016371,T00190,2,GLV-T11,2026-07-12 12:03:40,급출발,35.091175,128.834559,6,1
E0016372,T00190,2,GLV-T11,2026-07-12 12:05:00,급감속,35.088921,128.834571,6,1
E0016373,T00190,2,GLV-T11,2026-07-12 12:05:20,급감속,35.088497,128.834497,22.7,1
E0016374,T00190,2,GLV-T11,2026-07-12 12:05:50,급출발,35.087308,128.834702,21.9,1
E0016375,T00191,1,GLV-T11,2026-07-16 08:33:20,급출발,35.696144,129.332115,9.7,0
E0016376,T00191,1,GLV-T11,2026-07-16 08:35:30,급가속,35.692703,129.332155,6,0
E0016377,T00191,1,GLV-T11,2026-07-16 08:37:00,급감속,35.691262,129.330909,21.3,0
E0016378,T00191,1,GLV-T11,2026-07-16 08:37:40,급출발,35.692036,129.328918,20.9,0
E0016379,T00191,1,GLV-T11,2026-07-16 08:55:10,급감속,35.794212,129.202856,90.2,0
E0016380,T00191,1,GLV-T11,2026-07-16 09:02:00,급가속,35.81851,129.138739,76.3,0
E0016381,T00191,1,GLV-T11,2026-07-16 09:03:00,급감속,35.823509,129.128508,41.4,0
E0016382,T00191,1,GLV-T11,2026-07-16 09:03:40,급감속,35.825941,129.12462,45.1,0
E0016383,T00191,1,GLV-T11,2026-07-16 09:04:10,급감속,35.82782,129.121877,31,0
E0016384,T00191,1,GLV-T11,2026-07-16 09:05:00,급가속,35.830262,129.115897,76.9,0
E0016385,T00191,1,GLV-T11,2026-07-16 09:10:30,급가속,35.871404,129.062322,87.4,0
E0016386,T00191,1,GLV-T11,2026-07-16 09:27:20,급정지,35.890237,128.879763,78.8,0
E0016387,T00191,1,GLV-T11,2026-07-16 09:37:30,급가속,35.874705,128.815742,47.7,0
E0016388,T00191,1,GLV-T11,2026-07-16 09:38:00,급정지,35.875195,128.818862,24.4,0
E0016389,T00191,1,GLV-T11,2026-07-16 09:41:00,급정지,35.873863,128.824978,16.4,0
E0016390,T00191,1,GLV-T11,2026-07-16 09:41:20,급정지,35.873082,128.824884,12.3,0
E0016391,T00191,1,GLV-T11,2026-07-16 09:42:00,급정지,35.871643,128.824967,11.7,0
E0016392,T00191,1,GLV-T11,2026-07-16 09:42:00,급감속,35.871487,128.82483,16.6,0
E0016393,T00191,2,GLV-T11,2026-07-16 10:35:30,급가속,35.87188,128.82486,27.8,1
E0016394,T00191,2,GLV-T11,2026-07-16 10:36:50,급가속,35.876529,128.824813,17.6,1
E0016395,T00191,2,GLV-T11,2026-07-16 10:38:40,급출발,35.87491,128.817431,31.7,1
E0016396,T00191,2,GLV-T11,2026-07-16 10:39:10,급출발,35.874576,128.815087,30.1,1
E0016397,T00191,2,GLV-T11,2026-07-16 10:40:20,급정지,35.876167,128.805654,48.7,1
E0016398,T00191,2,GLV-T11,2026-07-16 10:51:50,급가속,35.860609,128.686887,84.9,1
E0016399,T00191,2,GLV-T11,2026-07-16 10:52:30,급가속,35.852424,128.687858,75.4,1
E0016400,T00191,2,GLV-T11,2026-07-16 10:53:40,급가속,35.840282,128.689678,45,1
E0016401,T00191,2,GLV-T11,2026-07-16 10:55:00,급감속,35.834079,128.694445,36.1,1
E0016402,T00191,2,GLV-T11,2026-07-16 10:55:30,급가속,35.83231,128.697658,40.3,1
E0016403,T00191,2,GLV-T11,2026-07-16 11:06:00,급감속,35.728705,128.738177,80,1
E0016404,T00191,2,GLV-T11,2026-07-16 11:13:50,급감속,35.639587,128.75104,83.7,1
E0016405,T00191,2,GLV-T11,2026-07-16 11:33:50,급감속,35.423288,128.786833,83.9,1
E0016406,T00191,2,GLV-T11,2026-07-16 11:39:20,급가속,35.381943,128.843636,80.8,1
E0016407,T00191,2,GLV-T11,2026-07-16 11:46:00,급출발,35.351467,128.920432,78.5,1
E0016408,T00191,2,GLV-T11,2026-07-16 11:48:10,급가속,35.329709,128.936396,76.2,1
E0016409,T00191,2,GLV-T11,2026-07-16 11:51:50,급감속,35.303863,128.972678,71.9,1
E0016410,T00191,2,GLV-T11,2026-07-16 11:54:50,급가속,35.271331,128.983262,77.1,1
E0016411,T00191,2,GLV-T11,2026-07-16 12:01:40,급정지,35.227035,128.93655,42.3,1
E0016412,T00191,2,GLV-T11,2026-07-16 12:02:00,급감속,35.225779,128.935053,37.2,1
E0016413,T00191,2,GLV-T11,2026-07-16 12:02:20,급감속,35.22427,128.93329,45.2,1
E0016414,T00191,2,GLV-T11,2026-07-16 12:02:20,급감속,35.224163,128.933326,49.6,1
E0016415,T00191,2,GLV-T11,2026-07-16 12:04:10,급가속,35.217249,128.915852,77.5,1
E0016416,T00191,2,GLV-T11,2026-07-16 12:17:30,급감속,35.10001,128.834706,48.4,1
E0016417,T00191,2,GLV-T11,2026-07-16 12:17:50,급출발,35.098203,128.834485,24,1
E0016418,T00191,2,GLV-T11,2026-07-16 12:20:10,급출발,35.092164,128.834602,12,1
E0016419,T00191,2,GLV-T11,2026-07-16 12:21:20,급정지,35.090377,128.834481,6,1
E0016420,T00191,2,GLV-T11,2026-07-16 12:21:20,급감속,35.090237,128.834521,6,1
E0016421,T00191,2,GLV-T11,2026-07-16 12:21:40,급감속,35.089918,128.83452,17.6,1
E0016422,T00191,2,GLV-T11,2026-07-16 12:22:00,급감속,35.088914,128.834581,18.8,1
E0016423,T00192,1,GLV-T11,2026-07-20 06:44:50,급출발,35.692521,129.332039,15.1,0
E0016424,T00192,1,GLV-T11,2026-07-20 06:45:40,급가속,35.691445,129.330423,23.1,0
E0016425,T00192,1,GLV-T11,2026-07-20 06:46:20,급출발,35.692264,129.328146,17.9,0
E0016426,T00192,1,GLV-T11,2026-07-20 06:46:50,급가속,35.692769,129.326022,6,0
E0016427,T00192,1,GLV-T11,2026-07-20 06:49:00,급감속,35.695962,129.309603,56.9,0
E0016428,T00192,1,GLV-T11,2026-07-20 06:54:20,급출발,35.712853,129.251213,73.9,0
E0016429,T00192,1,GLV-T11,2026-07-20 07:00:20,급출발,35.752547,129.20253,81,0
E0016430,T00192,1,GLV-T11,2026-07-20 07:12:10,급가속,35.825353,129.125732,51.5,0
E0016431,T00192,1,GLV-T11,2026-07-20 07:12:20,급정지,35.826016,129.124582,48.4,0
E0016432,T00192,1,GLV-T11,2026-07-20 07:17:30,급가속,35.856956,129.079552,78.2,0
E0016433,T00192,1,GLV-T11,2026-07-20 07:31:40,급가속,35.911277,128.934622,77.4,0
E0016434,T00192,1,GLV-T11,2026-07-20 07:40:20,급가속,35.877108,128.820921,79.9,0
E0016435,T00192,1,GLV-T11,2026-07-20 07:41:20,급감속,35.877777,128.806687,72.2,0
E0016436,T00192,1,GLV-T11,2026-07-20 07:43:40,급가속,35.876235,128.795061,65.9,0
E0016437,T00192,1,GLV-T11,2026-07-20 07:47:00,급감속,35.875288,128.819103,28.3,0
E0016438,T00192,1,GLV-T11,2026-07-20 07:47:10,급감속,35.875576,128.820031,25.7,0
E0016439,T00192,1,GLV-T11,2026-07-20 07:48:20,급정지,35.876542,128.82382,17.1,0
E0016440,T00192,1,GLV-T11,2026-07-20 07:49:20,급가속,35.875803,128.824877,11.9,0
E0016441,T00192,2,GLV-T11,2026-07-20 08:44:50,급출발,35.87589,128.824931,15.9,1
E0016442,T00192,2,GLV-T11,2026-07-20 08:44:50,급출발,35.87591,128.824864,15.6,1
E0016443,T00192,2,GLV-T11,2026-07-20 08:47:30,급출발,35.875264,128.819092,27.9,1
E0016444,T00192,2,GLV-T11,2026-07-20 08:54:30,급가속,35.870887,128.750218,78.6,1
E0016445,T00192,2,GLV-T11,2026-07-20 09:03:20,급감속,35.838253,128.690477,43.3,1
E0016446,T00192,2,GLV-T11,2026-07-20 09:03:30,급감속,35.837277,128.691086,44.9,1
E0016447,T00192,2,GLV-T11,2026-07-20 09:04:40,급가속,35.832912,128.696713,37.4,1
E0016448,T00192,2,GLV-T11,2026-07-20 09:07:40,급감속,35.81301,128.725305,78.3,1
E0016449,T00192,2,GLV-T11,2026-07-20 09:18:20,급감속,35.693861,128.739198,73.7,1
E0016450,T00192,2,GLV-T11,2026-07-20 09:25:10,급감속,35.617548,128.765493,77.7,1
E0016451,T00192,2,GLV-T11,2026-07-20 09:28:00,급가속,35.585478,128.767538,76.5,1
E0016452,T00192,2,GLV-T11,2026-07-20 09:34:50,급감속,35.511519,128.796855,77.1,1
E0016453,T00192,2,GLV-T11,2026-07-20 09:38:30,급감속,35.474394,128.774018,76.2,1
E0016454,T00192,2,GLV-T11,2026-07-20 09:49:30,급출발,35.372053,128.851605,69.1,1
E0016455,T00192,2,GLV-T11,2026-07-20 09:57:20,급가속,35.330626,128.936262,79,1
E0016456,T00192,2,GLV-T11,2026-07-20 10:01:10,급가속,35.302795,128.973545,77.7,1
E0016457,T00192,2,GLV-T11,2026-07-20 10:10:30,급가속,35.228006,128.937833,51.2,1
E0016458,T00192,2,GLV-T11,2026-07-20 10:10:30,급감속,35.227959,128.937771,51.9,1
E0016459,T00192,2,GLV-T11,2026-07-20 10:11:50,급감속,35.222526,128.930892,38.3,1
E0016460,T00192,2,GLV-T11,2026-07-20 10:20:40,급감속,35.145288,128.87636,73,1
E0016461,T00192,2,GLV-T11,2026-07-20 10:23:50,급감속,35.119211,128.846389,59.5,1
E0016462,T00192,2,GLV-T11,2026-07-20 10:27:40,급출발,35.094853,128.834613,28.4,1
E0016463,T00192,2,GLV-T11,2026-07-20 10:27:50,급정지,35.094077,128.834568,19.2,1
E0016464,T00192,2,GLV-T11,2026-07-20 10:29:10,급감속,35.091032,128.834483,20.1,1
E0016465,T00192,2,GLV-T11,2026-07-20 10:29:40,급감속,35.089782,128.834587,6,1
E0016466,T00192,2,GLV-T11,2026-07-20 10:30:10,급정지,35.088754,128.834598,6,1
E0016467,T00192,2,GLV-T11,2026-07-20 10:30:10,급감속,35.088671,128.834559,6,1
E0016468,T00192,2,GLV-T11,2026-07-20 10:30:30,급가속,35.088322,128.834554,15.7,1
E0016469,T00192,2,GLV-T11,2026-07-20 10:30:50,급감속,35.087374,128.834679,10.6,1
E0016470,T00193,1,GLV-T11,2026-07-24 07:24:10,급출발,35.696123,129.33211,12.2,0
E0016471,T00193,1,GLV-T11,2026-07-24 07:26:00,급출발,35.693792,129.332104,13.8,0
E0016472,T00193,1,GLV-T11,2026-07-24 07:28:40,급가속,35.692416,129.327894,6,0
E0016473,T00193,1,GLV-T11,2026-07-24 07:38:00,급감속,35.721944,129.236897,80.7,0
E0016474,T00193,1,GLV-T11,2026-07-24 07:43:00,급감속,35.758261,129.202816,77.3,0
E0016475,T00193,1,GLV-T11,2026-07-24 07:49:30,급가속,35.809187,129.183748,80.8,0
E0016476,T00193,1,GLV-T11,2026-07-24 07:53:30,급감속,35.822357,129.130307,45.3,0
E0016477,T00193,1,GLV-T11,2026-07-24 07:53:50,급감속,35.823533,129.128414,31.3,0
E0016478,T00193,1,GLV-T11,2026-07-24 07:55:10,급감속,35.828635,129.120352,42.2,0
E0016479,T00193,1,GLV-T11,2026-07-24 07:57:10,급가속,35.834369,129.096504,85.3,0
E0016480,T00193,1,GLV-T11,2026-07-24 08:02:30,급가속,35.884585,129.051318,86.6,0
E0016481,T00193,1,GLV-T11,2026-07-24 08:03:20,급감속,35.890359,129.041399,85,0
E0016482,T00193,1,GLV-T11,2026-07-24 08:13:10,급가속,35.914505,128.937208,84.7,0
E0016483,T00193,1,GLV-T11,2026-07-24 08:28:50,급감속,35.875377,128.819517,30,0
E0016484,T00193,1,GLV-T11,2026-07-24 08:31:20,급정지,35.873831,128.824872,6,0
E0016485,T00193,1,GLV-T11,2026-07-24 08:32:20,급감속,35.871837,128.824934,6,0
E0016486,T00193,1,GLV-T11,2026-07-24 08:32:40,급정지,35.871452,128.824834,14.1,0
E0016487,T00193,1,GLV-T11,2026-07-24 08:32:50,급감속,35.871083,128.824856,11,0
E0016488,T00193,1,GLV-T11,2026-07-24 08:33:00,급정지,35.870719,128.824891,18.5,0
E0016489,T00193,2,GLV-T11,2026-07-24 09:30:10,급출발,35.876568,128.82429,20,1
E0016490,T00193,2,GLV-T11,2026-07-24 09:31:00,급출발,35.876157,128.821661,22.1,1
E0016491,T00193,2,GLV-T11,2026-07-24 09:31:50,급출발,35.875041,128.818256,6,1
E0016492,T00193,2,GLV-T11,2026-07-24 09:32:40,급가속,35.874772,128.816225,23.5,1
E0016493,T00193,2,GLV-T11,2026-07-24 09:46:40,급감속,35.852125,128.687896,71.6,1
E0016494,T00193,2,GLV-T11,2026-07-24 09:48:20,급가속,35.836975,128.691259,40.8,1
E0016495,T00193,2,GLV-T11,2026-07-24 09:49:00,급감속,35.833986,128.694596,45.7,1
E0016496,T00193,2,GLV-T11,2026-07-24 09:49:20,급감속,35.832817,128.696873,37.5,1
E0016497,T00193,2,GLV-T11,2026-07-24 09:49:50,급감속,35.831008,128.700175,50.7,1
E0016498,T00193,2,GLV-T11,2026-07-24 09:50:20,급가속,35.828139,128.705298,70.6,1
E0016499,T00193,2,GLV-T11,2026-07-24 09:53:30,급출발,35.800304,128.732132,78.8,1
E0016500,T00193,2,GLV-T11,2026-07-24 10:00:50,급감속,35.717524,128.742144,85.2,1
E0016501,T00193,2,GLV-T11,2026-07-24 10:06:50,급출발,35.65023,128.749306,80.3,1
E0016502,T00193,2,GLV-T11,2026-07-24 10:07:40,급감속,35.640461,128.750677,74.8,1
E0016503,T00193,2,GLV-T11,2026-07-24 10:15:40,급가속,35.55556,128.787958,72.8,1
E0016504,T00193,2,GLV-T11,2026-07-24 10:27:50,급가속,35.42163,128.788196,79.2,1
E0016505,T00193,2,GLV-T11,2026-07-24 10:48:00,급감속,35.278716,128.984973,73.5,1
E0016506,T00193,2,GLV-T11,2026-07-24 10:55:00,급가속,35.228208,128.93844,37.1,1
E0016507,T00193,2,GLV-T11,2026-07-24 10:55:30,급감속,35.226272,128.935499,32.6,1
E0016508,T00193,2,GLV-T11,2026-07-24 10:55:50,급감속,35.224777,128.933878,40.3,1
E0016509,T00193,2,GLV-T11,2026-07-24 10:56:10,급감속,35.223539,128.932114,34.7,1
E0016510,T00193,2,GLV-T11,2026-07-24 11:11:30,급감속,35.099437,128.83466,51.3,1
E0016511,T00193,2,GLV-T11,2026-07-24 11:11:50,급가속,35.097702,128.834538,25.1,1
E0016512,T00193,2,GLV-T11,2026-07-24 11:12:30,급정지,35.095383,128.834602,6,1
E0016513,T00193,2,GLV-T11,2026-07-24 11:14:10,급정지,35.091471,128.834442,16.6,1
E0016514,T00193,2,GLV-T11,2026-07-24 11:14:30,급감속,35.09065,128.834546,21.8,1
E0016515,T00193,2,GLV-T11,2026-07-24 11:14:50,급감속,35.089741,128.834511,16.7,1
E0016516,T00193,2,GLV-T11,2026-07-24 11:15:00,급감속,35.089353,128.834474,20.8,1
E0016517,T00193,2,GLV-T11,2026-07-24 11:15:00,급감속,35.089456,128.834567,20,1
E0016518,T00193,2,GLV-T11,2026-07-24 11:15:10,급정지,35.088901,128.834491,16.8,1
